fp,u2,equilibrium_type,final_alpha,final_beta,final_gamma
87.5510204081633,0.238461538461538,2,0,0.999985649943673,9.88131291682493e-324
91.4285714285714,0.238461538461538,2,0,0.999950989752116,9.88131291682493e-324
95.3061224489796,0.238461538461538,2,0,0.999952623986628,9.88131291682493e-324
99.1836734693878,0.238461538461538,2,0,0.999952943043402,9.88131291682493e-324
103.061224489796,0.238461538461538,2,0,0.999953254218337,9.88131291682493e-324
106.938775510204,0.238461538461538,2,0,0.999953643956598,9.88131291682493e-324
110.816326530612,0.238461538461538,2,0,0.999966398991289,9.88131291682493e-324
114.69387755102,0.238461538461538,2,0,0.99993849686483,4.94065645841247e-324
118.571428571429,0.238461538461538,2,0,0.999954905439741,9.88131291682493e-324
122.448979591837,0.238461538461538,2,0,0.999955268336418,9.88131291682493e-324
126.326530612245,0.238461538461538,2,0,0.999971750463551,9.88131291682493e-324
130.204081632653,0.238461538461538,2,0,0.999960158498188,9.88131291682493e-324
134.081632653061,0.238461538461538,2,0,0.999961739019235,9.88131291682493e-324
137.959183673469,0.238461538461538,2,0,0.999963800909336,9.88131291682493e-324
141.836734693878,0.238461538461538,2,0,0.999966141456865,9.88131291682493e-324
145.714285714286,0.238461538461538,2,0,0.99997804613745,9.88131291682493e-324
149.591836734694,0.238461538461538,2,0,0.99997516423572,9.88131291682493e-324
153.469387755102,0.238461538461538,2,0,0.999959897387828,9.88131291682493e-324
157.34693877551,0.238461538461538,2,0,0.999960149253175,9.88131291682493e-324
161.224489795918,0.238461538461538,2,0,0.999960433479123,9.88131291682493e-324
165.102040816327,0.238461538461538,2,0,0.999949276296371,9.88131291682493e-324
168.979591836735,0.238461538461538,2,0,0.999949686420867,9.88131291682493e-324
172.857142857143,0.238461538461538,2,0,0.999990562554211,9.88131291682493e-324
176.734693877551,0.238461538461538,2,0,0.999981554747747,9.88131291682493e-324
180.612244897959,0.238461538461538,2,0,0.999982201570137,9.88131291682493e-324
184.489795918367,0.238461538461538,2,0,0.999977502643219,9.88131291682493e-324
188.367346938776,0.238461538461538,2,0,0.99996080273643,9.88131291682493e-324
192.244897959184,0.238461538461538,2,0,0.999955937605265,9.88131291682493e-324
