time,platform_strategy,creator_strategy,user_strategy
0.827628,0.197737,0.008991,0.964498
0.828829,0.207428,0.011778,0.967034
0.830030,0.218437,0.013940,0.968227
0.831231,0.229425,0.015894,0.970083
0.832432,0.242012,0.018104,0.971803
0.833634,0.252072,0.022118,0.973837
0.834835,0.264230,0.025785,0.975468
0.836036,0.277898,0.029776,0.977481
0.837237,0.289348,0.033392,0.979983
0.838438,0.300577,0.037389,0.981664
0.839640,0.312292,0.042175,0.983032
0.840841,0.323646,0.047592,0.984808
0.842042,0.335245,0.053206,0.985892
0.843243,0.346482,0.059275,0.987508
0.844444,0.360061,0.066281,0.989068
0.845646,0.373481,0.072655,0.990862
0.846847,0.386719,0.079791,0.991949
0.848048,0.400494,0.087718,0.993150
0.849249,0.412398,0.095454,0.994328
0.850450,0.425815,0.103017,0.995743
0.851652,0.438254,0.110892,0.996506
0.852853,0.450121,0.119444,0.997790
0.854054,0.463319,0.129140,0.998818
0.855255,0.475665,0.138022,0.999517
0.856456,0.487672,0.146317,0.999083
0.857658,0.500888,0.154615,0.999353
0.858859,0.515649,0.163968,0.999549
0.860060,0.529425,0.174063,0.999987
0.861261,0.543643,0.183590,1.000672
0.862462,0.556116,0.193551,1.001187
0.863664,0.569284,0.203603,1.002429
0.864865,0.583199,0.213897,1.002980
0.866066,0.595995,0.225179,1.003651
0.867267,0.609646,0.235305,1.004577
0.868468,0.622099,0.245895,1.004216
0.869670,0.636110,0.256902,1.004479
0.870871,0.649030,0.269965,1.004365
0.872072,0.661767,0.281174,1.004059
0.873273,0.675036,0.293421,1.004515
0.874474,0.686027,0.306486,1.005100
0.875676,0.697583,0.318592,1.005329
0.876877,0.706766,0.330085,1.005339
0.878078,0.718492,0.342267,1.005295
0.879279,0.729154,0.354508,1.005156
0.880480,0.742068,0.367461,1.004909
0.881682,0.751625,0.379734,1.003875
0.882883,0.763988,0.391482,1.003984
0.884084,0.774986,0.405172,1.003806
0.885285,0.784356,0.418665,1.003820
0.886486,0.794947,0.431735,1.004024
0.887688,0.805217,0.445613,1.003351
0.888889,0.816161,0.458985,1.003010
0.890090,0.827191,0.470877,1.002141
0.891291,0.836529,0.484510,1.001874
0.892492,0.847157,0.497880,1.001984
0.893694,0.855866,0.511355,1.001526
0.894895,0.865282,0.524456,1.001231
0.896096,0.875430,0.537188,1.001643
0.897297,0.883345,0.550835,1.001157
0.898498,0.890912,0.564511,1.000797
0.899700,0.899687,0.578626,1.000811
0.900901,0.909119,0.591938,1.000968
0.902102,0.917416,0.605825,1.000570
0.903303,0.925185,0.618309,1.000471
0.904505,0.932749,0.631696,1.000471
0.905706,0.939095,0.644868,0.999722
0.906907,0.945217,0.659217,0.998931
0.908108,0.952386,0.671463,0.999116
0.909309,0.957428,0.684227,0.999625
0.910511,0.962848,0.695659,0.999758
0.911712,0.966710,0.707217,0.999253
0.912913,0.971586,0.720138,0.999568
0.914114,0.976124,0.730658,0.999283
0.915315,0.980517,0.741397,0.999137
0.916517,0.985386,0.751179,0.998907
0.917718,0.991294,0.761454,0.998907
0.918919,0.995321,0.774007,0.998689
0.920120,0.997438,0.784119,0.998737
0.921321,0.999342,0.794144,0.998776
0.922523,1.002014,0.803641,0.998841
0.923724,1.004423,0.813964,0.998808
0.924925,1.005533,0.823393,0.998049
0.926126,1.006239,0.832930,0.997463
0.927327,1.006699,0.842963,0.997715
0.928529,1.006628,0.851486,0.997073
0.929730,1.006195,0.860318,0.996689
0.930931,1.004321,0.868458,0.996208
0.932132,1.003096,0.875327,0.995715
0.933333,1.000715,0.884145,0.996065
0.934535,0.998339,0.892257,0.996249
0.935736,0.996705,0.899241,0.996233
0.936937,0.993392,0.906930,0.996699
0.938138,0.991587,0.913797,0.996513
0.939339,0.988725,0.919474,0.996734
0.940541,0.984374,0.926734,0.996173
0.941742,0.980289,0.932758,0.995916
0.942943,0.976268,0.939339,0.996040
0.944144,0.971254,0.945622,0.996360
0.945345,0.965212,0.950481,0.995612
0.946547,0.961238,0.955285,0.996041
0.947748,0.955069,0.959454,0.995460
0.948949,0.950809,0.964325,0.995528
0.950150,0.944043,0.969058,0.995949
0.951351,0.936997,0.974346,0.996218
0.952553,0.931317,0.977732,0.996678
0.953754,0.923454,0.981399,0.997510
0.954955,0.917743,0.984510,0.997888
0.956156,0.910132,0.986953,0.997958
0.957357,0.901163,0.990361,0.998149
0.958559,0.894274,0.992393,0.998858
0.959760,0.887377,0.994097,0.998692
0.960961,0.879012,0.994817,0.998328
0.962162,0.869110,0.995665,0.998235
0.963363,0.860578,0.995079,0.998565
0.964565,0.851867,0.995471,0.998621
0.965766,0.842834,0.995239,0.999134
0.966967,0.834499,0.994130,1.000161
0.968168,0.825306,0.992515,1.001050
0.969369,0.814842,0.990932,1.000796
0.970571,0.804852,0.988575,1.000915
0.971772,0.794345,0.987708,1.001003
0.972973,0.783507,0.985592,1.001218
0.974174,0.772186,0.983022,1.000852
0.975375,0.762162,0.979922,1.000516
0.976577,0.750629,0.976279,0.999898
0.977778,0.739374,0.973025,1.000226
0.978979,0.726792,0.970100,1.000593
0.980180,0.714807,0.965870,1.001591
0.981381,0.703596,0.961496,1.001358
0.982583,0.691366,0.956267,1.001916
0.983784,0.678177,0.951251,1.001838
0.984985,0.664671,0.946391,1.002345
0.986186,0.652447,0.939322,1.002376
0.987387,0.638387,0.933458,1.002840
0.988589,0.626589,0.925905,1.002454
0.989790,0.614200,0.919606,1.002363
0.990991,0.601697,0.913108,1.002427
0.992192,0.589585,0.906214,1.002062
0.993393,0.576540,0.899809,1.003075
0.994595,0.562718,0.891477,1.003066
0.995796,0.548496,0.882366,1.002384
0.996997,0.535400,0.873654,1.002464
0.998198,0.522356,0.863458,1.002014
0.999399,0.508787,0.855064,1.001832
1.000601,0.495356,0.846301,1.001005
1.001802,0.482275,0.836056,1.001015
1.003003,0.468235,0.827239,1.000798
1.004204,0.455482,0.816889,1.000378
1.005405,0.440744,0.806771,1.000222
1.006607,0.427231,0.798848,1.000249
1.007808,0.414581,0.788622,0.999814
1.009009,0.402333,0.779286,1.000262
1.010210,0.388211,0.767711,1.000605
1.011411,0.375105,0.755107,1.000850
1.012613,0.362353,0.744311,1.001192
1.013814,0.348599,0.733098,1.001299
1.015015,0.336952,0.721514,1.001138
1.016216,0.324790,0.709611,1.000966
1.017417,0.314122,0.697705,1.001745
1.018619,0.303797,0.684859,1.001671
1.019820,0.291686,0.671385,1.000887
1.021021,0.278641,0.658337,1.000609
1.022222,0.268349,0.646560,1.000775
1.023423,0.258006,0.633469,1.000698
1.024625,0.246803,0.622521,0.999917
1.025826,0.235135,0.610006,0.999550
1.027027,0.223105,0.596441,0.999300
1.028228,0.212444,0.583016,0.998395
1.029429,0.201992,0.571002,0.997087
1.030631,0.190682,0.558944,0.996183
1.031832,0.179899,0.546159,0.995632
1.033033,0.169137,0.532631,0.994305
1.034234,0.159606,0.520255,0.992918
1.035435,0.151705,0.506189,0.992484
1.036637,0.141978,0.493326,0.992460
1.037838,0.133408,0.480091,0.992348
1.039039,0.124656,0.466456,0.991549
1.040240,0.116450,0.453222,0.991381
1.041441,0.108673,0.439103,0.989643
1.042643,0.100086,0.425441,0.988882
1.043844,0.092571,0.412149,0.987200
1.045045,0.085715,0.399101,0.984942
1.046246,0.079807,0.385262,0.984025
1.047447,0.073854,0.371839,0.982015
1.048649,0.069012,0.357994,0.980473
1.049850,0.063897,0.345836,0.978744
1.051051,0.058288,0.332969,0.977073
1.052252,0.053243,0.320184,0.975442
1.053453,0.048139,0.308160,0.974229
1.054655,0.042495,0.295098,0.972166
1.055856,0.038924,0.283684,0.970988
1.057057,0.035983,0.272253,0.969480
1.058258,0.032921,0.261125,0.967873
1.059459,0.028603,0.250995,0.966384
1.060661,0.025427,0.240041,0.964826
1.061862,0.021164,0.228745,0.963304
1.063063,0.019416,0.216829,0.962164
1.064264,0.017398,0.204818,0.960628
1.065465,0.014551,0.194705,0.959808
1.066667,0.013081,0.185022,0.958182
1.067868,0.013271,0.175277,0.957261
1.069069,0.012153,0.166649,0.956160
1.070270,0.011220,0.156549,0.955642
1.071471,0.011222,0.148059,0.954857
1.072673,0.011897,0.139686,0.954365
1.073874,0.012680,0.130411,0.953494
1.075075,0.014224,0.122464,0.953556
1.076276,0.016082,0.112616,0.952727
1.077477,0.017043,0.104550,0.952589
1.078679,0.018249,0.095862,0.951694
1.079880,0.018876,0.087182,0.951209
1.081081,0.021699,0.081059,0.950928
1.082282,0.025259,0.076197,0.950574
1.083483,0.027218,0.069066,0.950169
1.084685,0.029257,0.061656,0.948758
1.085886,0.032455,0.053264,0.948146
1.087087,0.036922,0.047487,0.947761
1.088288,0.041274,0.042024,0.947378
1.089489,0.046168,0.037993,0.947263
1.090691,0.051503,0.032396,0.947241
1.091892,0.056362,0.025934,0.947869
1.093093,0.061904,0.022612,0.947640
1.094294,0.068745,0.018714,0.948872
1.095495,0.074197,0.014396,0.950185
1.096697,0.079683,0.010846,0.951732
1.097898,0.086446,0.007751,0.952438
1.099099,0.094171,0.005132,0.953050
1.100300,0.100791,0.003620,0.954118
1.101502,0.107765,0.001764,0.954196
1.102703,0.115871,0.000320,0.955395
1.103904,0.123354,-0.001175,0.956353
1.105105,0.133105,-0.001729,0.957864
1.106306,0.142892,-0.002575,0.960149
1.107508,0.151839,-0.002795,0.961037
1.108709,0.160779,-0.002122,0.962260
1.109910,0.170488,-0.000841,0.963438
1.111111,0.179535,0.001202,0.964059
1.112312,0.189126,0.002380,0.964884
1.113514,0.199367,0.004615,0.965810
1.114715,0.208459,0.007894,0.966494
1.115916,0.219534,0.011033,0.968252
1.117117,0.229590,0.013142,0.968717
1.118318,0.240293,0.017973,0.970189
1.119520,0.250236,0.018848,0.971720
1.120721,0.261530,0.021632,0.972636
1.121922,0.273119,0.025127,0.974370
1.123123,0.285851,0.029836,0.976485
1.124324,0.297074,0.035711,0.977971
1.125526,0.309479,0.042330,0.979633
1.126727,0.321789,0.048483,0.981038
1.127928,0.335596,0.055054,0.982168
1.129129,0.347774,0.060812,0.983726
1.130330,0.361561,0.067635,0.985455
1.131532,0.374274,0.074479,0.986826
1.132733,0.388037,0.081626,0.988674
1.133934,0.402203,0.088540,0.989622
1.135135,0.415790,0.095921,0.991457
1.136336,0.430457,0.104474,0.992006
1.137538,0.443040,0.112564,0.993209
1.138739,0.457173,0.120129,0.993051
1.139940,0.470614,0.128793,0.993183
1.141141,0.485929,0.139101,0.993471
1.142342,0.498649,0.147092,0.993348
1.143544,0.512815,0.154378,0.993572
1.144745,0.526794,0.164050,0.993287
1.145946,0.540153,0.174064,0.994348
1.147147,0.552702,0.185733,0.995272
1.148348,0.565188,0.195863,0.995927
1.149550,0.579947,0.206600,0.996380
1.150751,0.592132,0.216092,0.996780
1.151952,0.603589,0.225988,0.998207
1.153153,0.617052,0.238162,0.999329
1.154354,0.628337,0.248062,1.000364
1.155556,0.639650,0.259269,1.000693
1.156757,0.652550,0.271456,1.001379
1.157958,0.664967,0.283585,1.000523
1.159159,0.676680,0.295181,1.000278
1.160360,0.688960,0.307158,1.000706
1.161562,0.701163,0.318679,1.000805
1.162763,0.713391,0.331067,1.001222
1.163964,0.725163,0.343441,1.001493
1.165165,0.737543,0.356126,1.001491
1.166366,0.746965,0.369006,1.000883
1.167568,0.756631,0.382826,1.000911
1.168769,0.767201,0.395986,0.999990
1.169970,0.777248,0.410217,0.999950
1.171171,0.787205,0.423226,1.000205
1.172372,0.797008,0.436278,1.000460
1.173574,0.806658,0.449363,1.000713
1.174775,0.816160,0.462474,1.000957
1.175976,0.825515,0.475604,1.001189
1.177177,0.834726,0.488744,1.001405
1.178378,0.843796,0.501887,1.001601
1.179580,0.852729,0.515024,1.001773
1.180781,0.861525,0.528149,1.001916
1.181982,0.870189,0.541252,1.002026
1.183183,0.878722,0.554327,1.002099
1.184384,0.887129,0.567364,1.002131
1.185586,0.895410,0.580358,1.002117
1.186787,0.903569,0.593298,1.002054
1.187988,0.911609,0.606179,1.001938
1.189189,0.919533,0.618991,1.001764
1.190390,0.927343,0.631728,1.001527
1.191592,0.935041,0.644380,1.001225
1.192793,0.942631,0.656941,1.000852
1.193994,0.950115,0.669402,1.000405
1.195195,0.957496,0.681756,0.999879
1.196396,0.964777,0.693995,0.999271
1.197598,0.971960,0.706110,0.998575
1.198799,0.979048,0.718094,0.997788
1.200000,0.986044,0.729940,0.996906
